TS_UPDATE;USER;bt_id;dough_id;bake_id;bake_dstart;bake_tstart;bake_tstop;floor;baker;storage_id
2023-04-12 06:59:12;;BT100;DO129;70;2022-11-18 00:00:00;15:14:00;15:46:00;1;SAT;
2023-04-12 06:59:12;;BT101;DO130;71;2022-11-18 00:00:00;16:00:00;16:32:00;1;SAT;
2023-04-12 06:59:12;;BT104;DO133;74;2022-11-23 00:00:00;14:37:00;15:26:00;1;SAT;
2023-04-12 06:59:12;;BT105;DO134;75;2022-11-23 00:00:00;15:33:00;16:14:00;2;SAT;
2023-04-12 06:59:12;;BT106;DO135;76;2022-11-23 00:00:00;15:44:00;16:24:00;1;SAT;
2023-04-12 06:59:12;;BT107;DO137;77;2022-11-24 00:00:00;11:10:00;11:42:00;1;SAT;
2023-04-12 06:59:12;;BT108;DO138;78;2022-11-24 00:00:00;11:51:00;12:41:00;2;SAT;
2023-04-12 06:59:12;;BT109;DO139;79;2022-11-24 00:00:00;13:21:00;13:53:00;2;SAT;
2023-04-12 06:59:12;;BT110;DO141;96;2023-01-19 00:00:00;10:37:00;11:19:00;1;SAT;
2023-04-12 06:59:12;;BT111;DO142;97;2023-01-19 00:00:00;11:27:00;12:09:00;2;SAT;
2023-04-12 06:59:12;;BT112;DO143;98;2023-01-19 00:00:00;12:55:00;13:37:00;;SAT;
2023-04-12 06:59:12;;BT113;DO144;99;2023-01-20 00:00:00;15:40:00;16:22:00;1;SAT;
2023-04-12 06:59:12;;BT114;DO145;100;2023-01-20 00:00:00;16:07:00;16:49:00;2;SAT;
2023-01-19 16:40:13;;BT115;DO146;101;2023-01-20 00:00:00;16:38:00;17:20:00;1;SAT;
2023-04-12 06:59:12;;BT116;DO147;102;2023-01-26 00:00:00;09:55:00;10:35:00;1;SAT;
2023-04-12 06:59:12;;BT117;DO148;103;2023-01-26 00:00:00;11:17:00;11:56:00;2;SAT;
2023-04-12 06:59:12;;BT118;DO149;104;2023-01-26 00:00:00;13:03:00;13:37:00;1;SAT;
2023-04-12 06:59:12;;BT119;DO150;105;2023-01-27 00:00:00;10:25:00;11:15:00;1;SAT;
2023-04-12 06:59:12;;BT120;DO151;106;2023-01-27 00:00:00;12:39:00;13:16:00;1;SAT;
2023-04-12 06:59:12;;BT121;DO152;107;2023-01-27 00:00:00;14:05:00;14:45:00;;SAT;
2023-04-12 06:59:12;;BT122;DO153;108;2023-02-02 00:00:00;15:14:00;15:54:00;1;SAT;
2023-04-12 06:59:12;;BT123;DO154;109;2023-02-02 00:00:00;15:44:00;16:34:00;2;SAT;
2023-04-12 06:59:12;;BT124;DO155;110;2023-02-02 00:00:00;16:06:00;16:38:00;1;SAT;
2023-04-12 06:59:12;;BT125;DO156;111;2023-02-03 00:00:00;06:15:00;06:59:00;1;SAT;
2023-04-12 06:59:12;;BT126;DO157;112;2023-02-03 00:00:00;09:14:00;09:57:00;1;SAT;
2023-04-12 06:59:12;;BT127;DO158;113;2023-02-03 00:00:00;10:11:00;11:01:00;1;SAT;
2023-04-12 06:59:12;;BT128;DO159;114;2023-02-09 00:00:00;12:52:00;13:42:00;1;SAT;
2023-04-12 06:59:12;;BT129;DO160;115;2023-02-09 00:00:00;13:44:00;14:29:00;2;SAT;
2023-04-12 06:59:12;;BT130;DO161;116;2023-02-09 00:00:00;18:33:00;19:12:00;1;SAT;
2023-04-12 06:59:13;;BT131;DO162;117;2023-02-09 00:00:00;11:30:00;12:12:00;1;SAT;
2023-04-12 06:59:13;;BT132;DO163;118;2023-02-09 00:00:00;12:37:00;13:27:00;1;SAT;
2023-04-12 06:59:13;;BT133;DO164;119;2023-02-09 00:00:00;13:44:00;14:34:00;1;SAT;
2023-04-12 06:59:13;;BT134;DO165;120;2023-03-02 00:00:00;08:32:00;09:16:00;1;SAT;
2023-04-12 06:59:13;;BT135;DO166;121;2023-03-02 00:00:00;09:18:00;09:50:00;1;SAT;
2023-04-12 06:59:13;;BT136;DO167;122;2023-03-02 00:00:00;10:11:00;11:01:00;2;SAT;
2023-04-12 06:59:13;;BT137;DO168;123;2023-03-03 00:00:00;10:31:00;11:21:00;1;SAT;
2023-04-12 06:59:13;;BT138;DO169;124;2023-03-03 00:00:00;12:14:00;12:46:00;1;SAT;
2023-04-12 06:59:13;;BT139;DO170;125;2023-03-03 00:00:00;13:17:00;13:53:00;1;SAT;
2023-04-12 06:59:13;;BT140;DO171;126;2023-03-08 00:00:00;14:51:00;15:23:00;1;SAT;
2023-04-12 06:59:13;;BT141;DO172;127;2023-03-08 00:00:00;15:31:00;16:07:00;2;SAT;
2023-04-12 06:59:13;;BT142;DO173;128;2023-03-08 00:00:00;16:18:00;16:50:00;2;SAT;
2023-04-12 06:59:13;;BT143;DO174;129;2023-03-10 00:00:00;07:01:00;07:49:00;1;SAT;
2023-04-12 06:59:13;;BT144;DO175;130;2023-03-10 00:00:00;09:25:00;09:57:00;1;SAT;
2023-04-12 06:59:13;;BT145;DO176;131;2023-03-10 00:00:00;10:06:00;10:45:00;;SAT;
2023-04-12 06:59:13;;BT146;DO177;132;2023-03-16 00:00:00;15:16:00;16:01:00;1;SAT;
2023-04-12 06:59:13;;BT147;DO178;133;2023-03-16 00:00:00;15:51:00;16:36:00;2;SAT;
2023-04-12 06:59:13;;BT148;DO179;134;2023-03-16 00:00:00;16:17:00;17:02:00;;SAT;
2023-04-12 06:59:13;;BT149;DO180;135;2023-03-16 00:00:00;11:30:00;12:15:00;1;SAT;
2023-04-12 06:59:13;;BT150;DO181;136;2023-03-16 00:00:00;13:01:00;13:46:00;1;SAT;
2023-04-12 06:59:13;;BT151;DO182;137;2023-03-16 00:00:00;13:26:00;14:11:00;2;SAT;
2023-04-12 06:59:13;;BT152;DO183;138;2023-03-23 00:00:00;09:32:00;10:17:00;1;SAT;
2023-04-12 06:59:13;;BT153;DO184;139;2023-03-23 00:00:00;15:32:00;16:17:00;1;SAT;
2023-04-12 06:59:13;;BT154;DO185;140;2023-03-23 00:00:00;16:12:00;16:57:00;2;SAT;
2023-04-12 06:59:13;;BT155;DO186;141;2023-03-24 00:00:00;08:44:00;09:29:00;1;SAT;
2023-04-12 06:59:13;;BT156;DO187;142;2023-03-24 00:00:00;09:30:00;10:15:00;2;SAT;
2023-04-12 06:59:13;;BT157;DO188;143;2023-03-24 00:00:00;10:14:00;10:59:00;1;SAT;
2023-03-22 12:09:06;;BT158;DO189;144;;;;;;
2023-04-12 06:59:13;;BT159;DO190;145;2023-03-30 00:00:00;10:26:00;10:58:00;1;SAT;
2023-04-12 06:59:13;;BT160;DO191;146;2023-03-30 00:00:00;11:26:00;12:16:00;1;SAT;
2023-04-12 06:59:13;;BT161;DO192;147;2023-03-30 00:00:00;11:59:00;12:49:00;2;SAT;
2023-04-12 06:59:13;;BT162;DO193;148;2023-03-31 00:00:00;09:25:00;09:57:00;1;SAT;
2023-04-12 06:59:13;;BT163;DO194;149;2023-03-31 00:00:00;10:52:00;11:42:00;1;SAT;
2023-04-12 06:59:13;;BT164;DO195;150;2023-03-31 00:00:00;11:38:00;12:14:00;2;SAT;
2023-04-12 06:59:13;;BT165;DO196;151;2023-04-05 00:00:00;11:30:00;12:03:00;1;SAT;
2023-04-12 06:59:13;;BT166;DO197;152;2023-04-05 00:00:00;12:29:00;13:04:00;1;SAT;
2023-04-12 06:59:13;;BT167;DO198;153;2023-04-05 00:00:00;13:07:00;13:45:00;1;SAT;
2023-04-12 06:59:13;;BT168;DO199;154;2023-04-06 00:00:00;10:46:00;11:18:00;1;SAT;
2023-04-12 06:59:13;;BT169;DO200;155;2023-04-06 00:00:00;11:45:00;12:20:00;;SAT;
2023-04-12 06:59:13;;BT170;DO201;156;2023-04-06 00:00:00;12:59:00;13:34:00;;SAT;
2023-04-12 11:53:27;;BT171;DO202;10000;2023-04-13 00:00:00;16:04:00;16:36:00;1;SAT;
2023-04-12 11:53:37;;BT172;DO203;10001;2023-04-13 00:00:00;16:22:00;16:54:00;2;SAT;
2023-04-12 11:53:47;;BT173;DO204;10002;2023-04-13 00:00:00;16:49:00;17:21:00;1;SAT;
2023-04-13 09:40:51;;BT174;DO205;10003;2023-04-14 00:00:00;12:04:00;12:53:00;1;SAT;
2023-04-13 09:41:02;;BT175;DO206;10004;2023-04-14 00:00:00;12:57:00;13:38:00;1;SAT;
2023-04-13 09:41:12;;BT176;DO207;10005;2023-04-14 00:00:00;13:45:00;14:33:00;1;SAT;
2023-04-18 15:18:04;;BT177;DO208;10006;;;;;;
2023-04-18 15:18:34;;BT178;DO209;10007;;;;;;
2023-04-18 15:18:45;;BT179;DO210;10008;;;;;;
2023-04-19 12:18:34;;BT180;DO211;10009;;;;;;
2023-04-19 12:18:45;;BT181;DO212;10010;;;;;;
2023-04-19 12:18:55;;BT182;DO213;10011;;;;;;
2023-04-27 07:30:02;;BT183;DO214;10012;;;;;;
2023-04-27 07:30:23;;BT184;DO215;10013;;;;;;
2023-04-27 07:30:34;;BT185;DO216;10014;;;;;;
2023-05-05 09:32:13;;BT186;DO217;10015;;;;;;
2023-05-05 09:32:24;;BT187;DO218;10016;;;;;;
2023-05-05 09:32:35;;BT188;DO219;10017;;;;;;
2023-05-05 09:34:04;;BT189;DO220;10018;;;;;;
2023-04-12 06:59:13;;BT19;DO47;80;2022-04-14 00:00:00;16:12:00;16:49:00;1;SAT;
2023-05-05 09:34:16;;BT190;DO221;10019;;;;;;
2023-05-05 09:34:28;;BT191;DO222;10020;;;;;;
2023-04-12 06:59:13;;BT20;DO48;81;2022-04-14 00:00:00;16:40:00;17:15:00;2;SAT;
2023-04-12 06:59:13;;BT21;DO49;82;2022-04-14 00:00:00;16:52:00;17:29:00;1;SAT;
2023-04-12 06:59:13;;BT22;DO50;83;2022-04-28 00:00:00;11:24:00;11:56:00;2;SAT;
2023-04-12 06:59:13;;BT23;DO51;84;2022-04-28 00:00:00;12:34:00;13:20:00;2;SAT;
2023-04-12 06:59:13;;BT24;DO52;85;2022-04-28 00:00:00;14:18:00;14:57:00;2;SAT;
2023-04-12 06:59:13;;BT25;DO53;86;2022-04-28 00:00:00;16:01:00;16:33:00;2;SAT;
2023-04-12 06:59:13;;BT26;DO54;87;2022-04-28 00:00:00;16:25:00;16:57:00;1;SAT;
2023-04-12 06:59:13;;BT27;DO55;88;2022-04-28 00:00:00;16:46:00;17:25:00;2;SAT;
2023-04-12 06:59:13;;BT28;DO56;89;2022-05-05 00:00:00;10:00:00;10:50:00;1;SAT;
2023-04-12 06:59:13;;BT29;DO57;90;2022-05-05 00:00:00;10:30:00;11:09:00;2;SAT;
2023-04-12 06:59:13;;BT30;DO58;91;2022-05-05 00:00:00;11:00:00;11:32:00;1;SAT;
2023-04-12 06:59:13;;BT31;DO59;92;2022-05-06 00:00:00;13:33:00;14:08:00;1;SAT;
2023-04-12 06:59:13;;BT32;DO60;93;2022-05-06 00:00:00;15:22:00;15:54:00;1;SAT;
2023-04-12 06:59:13;;BT33;DO61;94;2022-05-06 00:00:00;15:52:00;16:32:00;2;SAT;
2022-05-10 13:45:47;;BT34;DO62;4;;;;;;
2022-05-10 13:45:52;;BT35;DO63;5;;;;;;
2022-05-10 13:45:58;;BT36;DO64;6;;;;;;
2023-04-12 06:59:13;;BT37;DO65;7;2022-05-13 00:00:00;09:23:00;10:00:00;1;SAT;
2023-04-12 06:59:13;;BT38;DO66;8;2022-05-13 00:00:00;11:22:00;12:12:00;2;SAT;
2023-04-12 06:59:13;;BT39;DO67;9;2022-05-13 00:00:00;13:03:00;13:44:00;1;SAT;
2023-04-12 06:59:13;;BT40;DO68;10;2022-05-13 00:00:00;10:34:00;11:10:00;1;SAT;
2023-04-12 06:59:14;;BT41;DO69;11;2022-05-13 00:00:00;10:59:00;11:29:00;1;SAT;
2023-04-12 06:59:14;;BT42;DO70;12;2022-05-13 00:00:00;13:39:00;14:14:00;;SAT;
2023-04-12 06:59:14;;BT43;DO71;13;2022-05-18 00:00:00;11:47:00;12:16:00;1;SAT;
2023-04-12 06:59:14;;BT44;DO72;14;2022-05-18 00:00:00;12:41:00;13:19:00;1;SAT;
2023-04-12 06:59:14;;BT45;DO73;15;2022-05-18 00:00:00;14:15:00;14:47:00;1;SAT;
2023-04-12 06:59:14;;BT46;DO74;16;2022-05-20 00:00:00;13:15:00;14:05:00;1;SAT;
2023-04-12 06:59:14;;BT47;DO75;17;2022-05-20 00:00:00;15:34:00;16:13:00;1;SAT;
2023-04-12 06:59:14;;BT48;DO76;18;2022-05-20 00:00:00;18:46:00;19:36:00;1;SAT;
2022-05-20 15:17:37;;BT49;DO77;2;2022-05-25 00:00:00;;;1;SAT;
2022-05-20 15:17:37;;BT50;DO78;2;2022-05-25 00:00:00;;;1;SAT;
2022-05-20 15:17:37;;BT51;DO79;2;2022-05-25 00:00:00;;;1;SAT;
2022-05-20 15:17:37;;BT52;DO80;2;2022-05-25 00:00:00;;;1;SAT;
2023-04-12 06:59:14;;BT53;DO81;19;2022-06-02 00:00:00;15:47:00;16:19:00;1;SAT;
2023-04-12 06:59:14;;BT54;DO82;20;2022-06-02 00:00:00;16:27:00;17:09:00;2;SAT;
2023-04-12 06:59:14;;BT55;DO83;21;2022-06-02 00:00:00;16:50:00;17:31:00;1;SAT;
2023-04-12 06:59:14;;BT56;DO84;22;2022-06-03 00:00:00;10:45:00;11:21:00;1;SAT;
2023-04-12 06:59:14;;BT57;DO85;23;2022-06-03 00:00:00;11:20:00;12:10:00;1;SAT;
2023-04-12 06:59:14;;BT58;DO86;24;2022-06-03 00:00:00;15:15:00;15:58:00;1;SAT;
2023-04-12 06:59:14;;BT59;DO87;25;2022-06-16 00:00:00;10:59:00;11:49:00;1;SAT;
2023-04-12 06:59:14;;BT60;DO88;26;2022-06-16 00:00:00;12:32:00;13:22:00;;SAT;
2023-04-12 06:59:14;;BT61;DO89;27;2022-06-16 00:00:00;14:50:00;15:31:00;1;SAT;
2023-04-12 06:59:14;;BT62;DO90;28;2022-06-16 00:00:00;15:46:00;16:34:00;1;SAT;
2023-04-12 06:59:14;;BT63;DO91;29;2022-06-16 00:00:00;16:19:00;16:51:00;;SAT;
2023-04-12 06:59:14;;BT64;DO92;30;2022-06-16 00:00:00;17:09:00;17:53:00;1;SAT;
2023-04-12 06:59:14;;BT65;DO93;31;2022-06-23 00:00:00;12:42:00;13:17:00;1;SAT;
2023-04-12 06:59:14;;BT66;DO94;32;2022-06-23 00:00:00;13:16:00;13:48:00;1;SAT;
2023-04-12 06:59:14;;BT67;DO95;33;2022-06-23 00:00:00;14:23:00;14:56:00;1;SAT;
2023-04-12 06:59:14;;BT68;DO96;34;2022-06-24 00:00:00;07:35:00;08:12:00;1;SAT;
2023-04-12 06:59:14;;BT69;DO97;35;2022-06-24 00:00:00;12:10:00;12:42:00;1;SAT;
2023-04-12 06:59:14;;BT70;DO98;36;2022-06-24 00:00:00;12:44:00;13:26:00;1;SAT;
2023-04-12 06:59:14;;BT71;DO99;41;2022-09-28 00:00:00;10:39:00;11:25:00;1;SAT;
2023-04-12 06:59:14;;BT72;DO100;42;2022-09-28 00:00:00;12:08:00;12:58:00;1;SAT;
2023-04-12 06:59:14;;BT73;DO101;43;2022-09-28 00:00:00;13:05:00;13:37:00;1;SAT;
2023-04-12 06:59:14;;BT75;DO104;45;2022-09-29 00:00:00;11:18:00;12:08:00;1;SAT;
2023-04-12 06:59:14;;BT76;DO105;46;2022-09-29 00:00:00;12:56:00;13:46:00;1;SAT;
2023-04-12 06:59:14;;BT77;DO106;47;2022-09-29 00:00:00;13:28:00;14:09:00;2;SAT;
2023-04-12 06:59:14;;BT78;DO107;48;2022-10-05 00:00:00;14:58:00;15:30:00;1;SAT;
2023-04-12 06:59:14;;BT79;DO108;49;2022-10-05 00:00:00;15:33:00;16:05:00;2;SAT;
2023-04-12 06:59:14;;BT80;DO109;50;2022-10-05 00:00:00;16:01:00;16:33:00;1;SAT;
2023-04-12 06:59:14;;BT81;DO110;51;2022-10-06 00:00:00;12:02:00;12:52:00;1;SAT;
2023-04-12 06:59:14;;BT82;DO111;52;2022-10-06 00:00:00;12:58:00;13:38:00;2;SAT;
2023-04-12 06:59:14;;BT83;DO112;53;2022-10-06 00:00:00;13:41:00;14:28:00;1;SAT;
2023-04-12 06:59:14;;BT84;DO113;95;2022-10-13 00:00:00;12:15:00;13:03:00;1;SAT;
2023-04-12 06:59:14;;BT85;DO114;54;2022-10-13 00:00:00;13:18:00;14:06:00;1;SAT;
2023-04-12 06:59:14;;BT86;DO115;56;2022-10-13 00:00:00;13:40:00;14:28:00;2;SAT;
2023-04-12 06:59:14;;BT87;DO116;57;2022-10-13 00:00:00;11:21:00;12:09:00;1;SAT;
2023-04-12 06:59:14;;BT88;DO117;58;2022-10-13 00:00:00;12:22:00;13:10:00;1;SAT;
2023-04-12 06:59:14;;BT89;DO118;59;2022-10-13 00:00:00;14:19:00;15:07:00;1;SAT;
2023-04-12 06:59:14;;BT90;DO119;60;2022-10-19 00:00:00;11:40:00;12:13:00;1;SAT;
2023-04-12 06:59:14;;BT91;DO120;61;2022-10-19 00:00:00;12:31:00;13:06:00;1;SAT;
2023-04-12 06:59:14;;BT92;DO121;62;2022-10-19 00:00:00;13:01:00;13:39:00;;SAT;
2023-04-12 06:59:14;;BT93;DO122;63;2022-10-20 00:00:00;10:34:00;11:06:00;1;SAT;
2023-04-12 06:59:14;;BT94;DO123;64;2022-10-20 00:00:00;11:40:00;12:15:00;2;SAT;
2023-04-12 06:59:14;;BT95;DO124;65;2022-10-20 00:00:00;12:59:00;13:34:00;1;SAT;
2023-04-12 06:59:14;;BT96;DO125;66;2022-11-17 00:00:00;13:53:00;14:29:00;1;SAT;
2023-04-12 06:59:15;;BT97;DO126;67;2022-11-17 00:00:00;14:32:00;15:19:00;2;SAT;
2023-04-12 06:59:15;;BT98;DO127;68;2022-11-17 00:00:00;15:24:00;16:00:00;1;SAT;
2023-04-12 06:59:15;;BT99;DO128;69;2022-11-18 00:00:00;14:52:00;15:41:00;2;SAT;
